trip_id,driver_id,customer_id,city,pickup_zone_id,dropoff_zone_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,haversine_km,driver_assigned_at,accepted_at,driver_arrived_at,otp_verified_at,loading_ended_at,trip_started_at,trip_completed_at,cancelled_at,cancellation_at_stage,requested_at,declared_distance_km,gps_tracked_distance_km,distance_vs_haversine,actual_trip_duration_mins,loading_time_mins,waiting_time_mins,gps_ping_count,gps_accuracy_avg_m,avg_speed_kmh,max_speed_kmh,mock_location_flag,gps_provider,vehicle_type,goods_category,goods_weight_kg,floor_pickup,floor_dropoff,base_fare_inr,loading_charge_inr,waiting_charge_inr,toll_charge_inr,surge_multiplier,fare_inr,payment_mode,trip_status,otp_verified,otp_attempt_count,pod_photo_captured,pod_location_match,day_of_week,hour_of_day,is_night,is_peak_hour,is_weekend,is_late_month,zone_demand_at_time,data_split,driver_rating_given,customer_rating_given,customer_complaint_flag,customer_complaint_type,is_fraud,fraud_type,fraud_recoverable_inr
d3404746-0855-4478-8ead-2cf65a8c2de2,1a149c85-fd7f-4aad-bd3a-a7d1aa39fa57,b83d93d6-9e34-485d-99f7-1ab5c819d921,bangalore,blr_koramangala,blr_marathahalli,12.938699,77.621785,12.946823,77.703695,8.922,2026-02-23T08:26:30,2026-02-23T08:26:40,2026-02-23T08:43:37.193795,2026-02-23T08:57:19.100070,2026-02-23T09:09:25.100070,2026-02-23T09:09:25.100070,2026-02-23T13:11:55.153665,,,2026-02-23 08:23:30,29.585,12.595,3.316,242.5,12.1,24.8,675,8.0,7.3,9.3,False,gps,truck_14ft,boxes_mixed,295.7,0,0,1339.62,72.6,74.33,0.0,1.065,1631.47,credit,completed,True,1,True,True,0,8,False,True,False,False,0.975,historical,4.0,5.0,False,,False,,0.0
9f703579-f489-4d2d-bcc9-6eb9c94f7bf2,a074ec5a-5cf0-44ad-91ec-8f405fba127d,d059f4df-e33c-4bc1-b5cb-52b72e38c821,bangalore,blr_koramangala,blr_bannerghatta,12.939935,77.620188,12.886299,77.591098,6.746,2026-02-23T08:30:19,2026-02-23T08:30:46,2026-02-23T08:34:02.752381,2026-02-23T08:36:08.011375,,2026-02-23T08:36:08.011375,2026-02-23T08:57:51.484887,,,2026-02-23 08:26:34,4.967,9.048,0.736,21.72,0.0,1.5,59,17.9,13.7,22.7,False,gps,two_wheeler,documents,3.2,0,0,69.73,0.0,0.0,0.0,1.068,73.62,credit,completed,True,1,False,False,0,8,False,True,False,False,0.975,historical,5.0,4.0,False,,False,,0.0
2394129f-ae64-41a2-9703-cb5535d16582,e9e7e3df-69b6-457e-b94e-7f15f535756f,9710f402-a63e-459a-87b5-482240105397,bangalore,blr_bannerghatta,blr_bannerghatta,12.883896,77.610383,12.895945,77.614037,1.397,2026-02-23T08:48:24,2026-02-23T08:48:51,,,,,,2026-02-23T08:51:06,pre_arrive,2026-02-23 08:44:10,22.802,1.871,16.321,189.23,0.0,0.0,469,7.6,0.0,0.0,False,gps,truck_14ft,boxes_mixed,159.4,0,0,1170.06,0.0,0.0,0.0,1.461,1775.53,upi,cancelled_by_customer,False,0,False,False,0,8,False,True,False,False,1.4,historical,,,False,,False,,0.0
e85699ad-2691-4b25-b866-b3075491a17f,b1e4b668-c641-4493-9fae-a307573250cb,8534c9c1-7dbf-402a-b49d-9b25192f048e,bangalore,blr_yeshwanthpur,blr_bannerghatta,13.017337,77.556787,12.895515,77.618494,15.107,2026-02-23T09:13:57,2026-02-23T09:14:36,2026-02-23T09:32:19.611850,2026-02-23T09:36:29.617853,,2026-02-23T09:36:29.617853,2026-02-23T09:57:34.519313,,,2026-02-23 09:08:59,5.154,19.941,0.341,21.08,0.0,4.9,65,11.0,14.7,25.7,False,gps,two_wheeler,documents,3.4,0,0,71.23,0.0,0.0,0.0,1.228,88.06,cash,completed,True,1,False,False,0,9,False,True,False,False,1.26,historical,,,False,,False,,0.0
631b9f11-f8b4-40bb-b077-43e06b9afbfe,29eb699f-41ae-4c3e-8173-9437eac8b801,1c533099-f845-44db-b356-93586c4ebf90,bangalore,blr_hsr,blr_btm,12.905711,77.639509,12.911691,77.616149,2.618,2026-02-23T09:19:27,2026-02-23T09:20:13,2026-02-23T09:48:34.279266,2026-02-23T09:56:28.696178,2026-02-23T10:28:46.696178,2026-02-23T10:28:46.696178,2026-02-23T11:32:51.236969,,,2026-02-23 09:16:06,8.915,3.248,3.406,64.08,32.3,11.4,141,12.1,8.3,12.0,False,gps,mini_truck,other,93.6,0,2,360.48,129.2,22.82,0.0,1.41,676.34,upi,completed,True,1,False,False,0,9,False,True,False,False,1.3875,historical,,,False,,False,,0.0
fb47e0ed-2156-4039-9f28-e3aca5e154b5,3ed08e3f-ee0c-4269-81db-6c57d4367d57,d49fd1cc-50a6-44cb-af40-c89ced9c682d,bangalore,blr_hsr,blr_whitefield,12.910684,77.640756,12.977437,77.755921,14.521,2026-02-23T09:26:40,2026-02-23T09:27:04,2026-02-23T09:39:18.606808,,,,,2026-02-23T09:40:19.606808,post_arrive,2026-02-23 09:25:53,11.563,20.995,0.796,67.48,0.0,0.0,195,4.8,0.0,0.0,False,gps,mini_truck,other,4.2,5,0,408.14,0.0,0.0,0.0,1.37,570.11,upi,cancelled_by_customer,False,0,False,False,0,9,False,True,False,False,1.3875,historical,,,False,,False,,0.0
a94547f3-2018-4a83-bb1c-b427f6b6bb6e,0d6a48a6-1516-4942-b87b-cf8ab8c6b445,f262618b-f8ac-4bd7-a0c9-25543e655c85,bangalore,blr_yeshwanthpur,blr_hsr,13.02173,77.547411,12.907602,77.642722,16.362,2026-02-23T09:29:41,2026-02-23T09:30:13,2026-02-23T09:52:00.037197,2026-02-23T09:59:50.270274,2026-02-23T10:28:20.270274,2026-02-23T10:28:20.270274,2026-02-23T14:34:45.495462,,,2026-02-23 09:27:23,35.589,22.736,2.175,246.42,28.5,8.2,719,8.5,8.7,11.4,False,gps,truck_14ft,furniture,66.1,0,0,1489.73,171.0,24.55,39.19,1.255,2152.51,upi,completed,True,1,True,True,0,9,False,True,False,False,1.26,historical,4.0,5.0,False,,False,,0.0
d34d79b1-b42d-4d0a-854e-bb57eb4cdee0,ea6f0602-a32b-4af2-adef-a7a3d025977e,b744e6da-7260-4f7b-acab-1b02294ffc87,bangalore,blr_btm,blr_jayanagar,12.917208,77.607219,12.937404,77.563755,5.218,2026-02-23T09:38:29,2026-02-23T09:38:56,2026-02-23T09:50:42.352270,2026-02-23T09:53:21.708779,2026-02-23T10:00:51.708779,2026-02-23T10:00:51.708779,2026-02-23T12:33:20.653973,,,2026-02-23 09:35:15,21.693,6.593,4.157,152.48,7.5,8.5,568,14.8,8.5,11.2,False,gps,mini_truck,other,43.1,0,0,590.48,30.0,16.94,0.0,1.371,830.32,cash,completed,True,1,True,True,0,9,False,True,False,False,1.365,historical,,,False,,False,,0.0
1dab3370-5273-4ebf-a936-9226a3ddc5de,5c75f738-7827-43d3-a6f0-a81aa9990991,591215f1-1a47-4c15-b580-9a731162203e,bangalore,blr_koramangala,blr_marathahalli,12.941832,77.627508,12.959695,77.695751,7.657,2026-02-23T09:45:02,2026-02-23T09:45:50,2026-02-23T10:01:48.015836,2026-02-23T10:06:55.943453,,2026-02-23T10:06:55.943453,2026-02-23T11:01:43.766142,,,2026-02-23 09:43:15,10.566,10.183,1.38,54.8,0.0,1.3,184,16.3,11.6,20.4,False,gps,three_wheeler,electronics,47.5,6,0,206.79,0.0,0.0,0.0,1.654,328.93,cash,completed,True,1,False,False,0,9,False,True,False,False,1.755,historical,4.0,4.0,False,,False,,0.0
0091d992-cbf0-4b52-bbdc-e5ae53efbb1e,32d15ae9-eb21-463d-91d3-834b4cf2164e,a026be7a-cddf-4e28-b0af-e3a1ed869038,bangalore,blr_electronic_city,blr_hebbal,12.859282,77.664632,13.02765,77.598527,20.045,2026-02-23T10:19:25,2026-02-23T10:20:16,2026-02-23T10:33:04.595617,2026-02-23T10:40:13.998247,,2026-02-23T10:40:13.998247,2026-02-23T11:27:58.808858,,,2026-02-23 10:19:01,11.397,28.805,0.569,47.75,0.0,7.5,123,17.0,14.3,20.4,False,gps,three_wheeler,perishable,88.1,2,0,216.76,0.0,0.0,0.0,1.363,301.25,upi,completed,True,1,False,False,0,10,False,False,False,False,1.295,historical,4.0,4.0,False,,False,,0.0
3df93c6e-eab4-47f8-87fc-cc24cf3427bd,9b53dbe7-ed16-476c-8974-eaae58e30aae,433550a9-6157-4ee4-a66a-dfd86398fdb3,bangalore,blr_electronic_city,blr_koramangala,12.848038,77.656114,12.942806,77.630953,10.885,2026-02-23T10:41:32,2026-02-23T10:42:22,,,,,,2026-02-23T10:46:31,pre_arrive,2026-02-23 10:38:57,7.288,14.227,0.67,25.03,0.0,0.0,67,10.5,0.0,0.0,False,gps,two_wheeler,perishable,15.0,0,0,88.3,0.0,0.0,0.0,1.362,122.87,credit,cancelled_by_customer,False,0,False,False,0,10,False,False,False,False,1.295,historical,,,False,,False,,0.0
e4cc1f7c-a396-486e-8968-a60265ca01a9,ce8101df-c4e1-4fa3-965c-22230e51b1a9,83e77971-b819-481d-a287-28955fc2b392,bangalore,blr_btm,blr_btm,12.915068,77.604502,12.901545,77.595548,1.79,2026-02-23T10:48:37,2026-02-23T10:48:43,2026-02-23T10:55:32.198864,2026-02-23T11:07:36.935562,2026-02-23T12:00:24.935562,2026-02-23T12:00:24.935562,2026-02-23T13:53:52.101773,,,2026-02-23 10:47:38,22.016,2.203,12.301,113.45,52.8,13.7,282,9.5,11.6,16.3,False,gps,mini_truck,boxes_mixed,181.9,6,0,596.29,211.2,27.31,30.17,1.121,904.12,credit,completed,True,1,True,True,0,10,False,False,False,False,0.91,historical,5.0,2.0,False,,False,,0.0
f6377427-bfbb-42bf-bb33-23aabc8a492a,29957099-c704-40a3-9f78-73220940ec79,fe14ddc1-a0ad-4fa6-b9b2-7158590c0e3e,bangalore,blr_rajajinagar,blr_koramangala,12.972402,77.559003,12.94656,77.633479,8.567,2026-02-23T10:49:00,2026-02-23T10:49:26,2026-02-23T10:54:33.270734,2026-02-23T11:00:06.414123,,2026-02-23T11:00:06.414123,2026-02-23T11:39:06.443432,,,2026-02-23 10:47:39,7.788,9.959,0.909,39.0,0.0,3.7,126,16.6,12.0,18.7,False,gps,three_wheeler,perishable,23.4,0,0,173.46,0.0,0.0,0.0,1.0,173.44,upi,completed,True,1,False,False,0,10,False,False,False,False,0.86,historical,4.0,5.0,False,,False,,0.0
d70d4509-5a19-4413-bb2c-27b391602fba,a60173dc-c8ac-464c-9608-b7cb104e3da6,9541797a-b8d5-413a-bd7e-102ac67c676a,bangalore,blr_btm,blr_hebbal,12.910908,77.597533,13.035654,77.608876,13.926,2026-02-23T10:51:07,2026-02-23T10:51:23,2026-02-23T11:10:01.746256,2026-02-23T11:21:53.635661,2026-02-23T11:42:35.635661,2026-02-23T11:42:35.635661,2026-02-23T12:33:54.008054,,,2026-02-23 10:48:23,8.361,18.871,0.6,51.31,20.7,14.4,170,6.0,9.8,12.7,False,gps,mini_truck,other,146.7,0,1,350.51,82.8,28.83,0.0,1.0,457.06,upi,completed,True,1,True,True,0,10,False,False,False,False,0.91,historical,5.0,4.0,False,,False,,0.0
bed15710-d662-4047-afaf-3ac17ab0f5fe,e16abaa1-7144-4c04-960b-8c0d02c4dbc0,25ccbe6c-6069-4153-8e8a-e0cfa304f772,bangalore,blr_electronic_city,blr_indiranagar,12.829509,77.667384,12.973971,77.631822,16.519,2026-02-23T10:52:21,2026-02-23T10:52:46,2026-02-23T11:09:53.444190,2026-02-23T11:11:58.965673,,2026-02-23T11:11:58.965673,2026-02-23T11:38:46.233855,,,2026-02-23 10:50:43,7.434,21.331,0.45,26.79,0.0,3.8,82,13.4,16.7,26.7,False,gps,two_wheeler,perishable,2.0,0,0,89.47,0.0,0.0,0.0,1.332,123.73,upi,completed,True,1,False,False,0,10,False,False,False,False,1.295,historical,4.0,5.0,False,,False,,0.0
c275e322-509d-4162-9f56-101196c233fa,5270f382-2d34-484e-bf21-990e3615f801,ec45c76d-3683-4ca0-8a4d-410a5ed9c82e,bangalore,blr_bannerghatta,blr_koramangala,12.882226,77.590759,12.929402,77.62073,6.17,2026-02-23T11:00:00,2026-02-23T11:00:59,2026-02-23T11:14:06.247597,2026-02-23T11:17:51.534856,,2026-02-23T11:17:51.534856,2026-02-23T11:37:19.699644,,,2026-02-23 10:57:09,4.186,8.155,0.678,19.47,0.0,7.3,56,7.3,12.9,20.7,False,gps,three_wheeler,boxes_mixed,109.8,2,0,130.24,0.0,0.0,0.0,1.036,135.03,upi,completed,True,1,False,False,0,10,False,False,False,False,0.875,historical,5.0,5.0,False,,False,,0.0
28a31999-53c6-4d0b-b0bc-d366c9627370,17c2f5fa-4d55-402f-b1b6-cbf4df1ff9db,f51354f2-aadc-4386-b53a-6fec517d0a7d,bangalore,blr_hebbal,blr_yeshwanthpur,13.044935,77.617537,13.022402,77.557107,7.01,2026-02-23T11:19:52,2026-02-23T11:20:21,2026-02-23T11:36:23.258318,2026-02-23T11:37:52.757875,,2026-02-23T11:37:52.757875,2026-02-23T11:52:43.776692,,,2026-02-23 11:19:10,4.437,8.839,0.633,14.85,0.0,4.8,44,16.4,17.9,23.3,False,gps,two_wheeler,documents,2.0,0,0,65.49,0.0,0.0,0.0,1.1,70.9,upi,completed,True,1,False,False,0,11,False,False,False,False,0.85,historical,5.0,5.0,False,,False,,0.0
1bc5d3a3-33f0-435a-a5a0-70d8942f6dc1,c26c0a7b-2b30-4594-8274-cbec0b891e76,74e8ac5c-87d9-4f99-9c2b-8d44feeac4cd,bangalore,blr_marathahalli,blr_indiranagar,12.95883,77.703203,12.975538,77.636951,7.415,2026-02-23T11:36:56,2026-02-23T11:37:40,2026-02-23T12:13:36.619188,2026-02-23T12:42:44.664046,2026-02-23T13:05:14.664046,2026-02-23T13:05:14.664046,2026-02-23T18:19:23.824792,,,2026-02-23 11:36:07,42.459,8.872,5.726,314.15,22.5,32.3,1154,16.0,8.1,13.2,False,gps,truck_17ft,raw_material,895.3,0,0,2173.78,180.0,129.32,0.0,1.104,2735.12,credit,completed,True,1,False,False,0,11,False,False,False,False,0.94,historical,4.0,5.0,False,,False,,0.0
254005c9-fa51-46ec-924d-5ca7b11c77ff,f246fe7c-749e-4f65-8600-a2c0441441d8,6cdc0dcd-a78f-465f-949c-51c6863b8cdb,bangalore,blr_btm,blr_btm,12.91257,77.612124,12.909678,77.609316,0.443,2026-02-23T12:32:18,2026-02-23T12:32:59,2026-02-23T12:54:38.056388,2026-02-23T12:55:38.271658,,2026-02-23T12:55:38.271658,2026-02-23T13:29:46.485546,,,2026-02-23 12:27:54,7.834,0.529,17.693,34.14,0.0,7.8,91,15.5,13.8,23.7,False,gps,three_wheeler,documents,0.7,2,0,174.01,0.0,0.0,31.78,1.068,218.38,cash,completed,True,1,False,False,0,12,False,True,False,False,0.91,historical,,,False,,False,,0.0
dfde3f57-11aa-486b-bed5-ea444a999107,fdcdc562-9aa1-4702-8b2e-b16449d3ac37,90213e8f-f9b1-4518-9641-9876d2e57ca7,bangalore,blr_electronic_city,blr_btm,12.852331,77.65087,12.927792,77.609173,9.531,2026-02-23T12:44:28,2026-02-23T12:45:24,,,,,,2026-02-23T12:47:29,pre_arrive,2026-02-23 12:42:48,9.267,11.018,0.972,32.38,0.0,0.0,71,6.5,0.0,0.0,False,gps,two_wheeler,documents,4.1,0,0,104.14,0.0,0.0,0.0,1.233,127.35,upi,cancelled_by_driver,False,0,False,False,0,12,False,True,False,False,1.295,historical,,,False,,False,,0.0
be4b303c-9201-4a80-9c52-de22a8461d07,0587b97b-899b-4b40-b453-4ed85d6d677f,0a9a6bc4-6089-42aa-9cac-9752a2285190,bangalore,blr_hsr,blr_koramangala,12.913581,77.642046,12.944375,77.631787,3.6,2026-02-23T12:58:38,2026-02-23T12:59:06,2026-02-23T13:10:46.495901,2026-02-23T13:24:10.469042,2026-02-23T14:37:28.469042,2026-02-23T14:37:28.469042,2026-02-23T20:24:43.761582,,,2026-02-23 12:57:44,52.527,4.56,14.59,347.25,73.3,35.1,949,5.1,9.1,15.4,False,gps,truck_17ft,furniture,335.8,0,4,2475.81,586.4,140.35,0.0,1.055,3333.91,upi,completed,True,1,True,True,0,12,False,True,False,False,0.925,historical,4.0,5.0,False,,False,,0.0
2f0cc582-8afa-4c04-89b4-42ff3b90d872,52cdf5c0-8c20-4d6c-932b-5bea12f6e72d,64817b84-2206-4a0d-896d-8ba9f53c2818,bangalore,blr_hebbal,blr_rajajinagar,13.026422,77.602817,13.000958,77.550651,6.321,2026-02-23T13:00:19,2026-02-23T13:00:33,2026-02-23T13:15:36.580928,2026-02-23T13:19:35.501244,,2026-02-23T13:19:35.501244,2026-02-23T13:37:30.801855,,,2026-02-23 12:58:11,6.011,8.775,0.951,17.92,0.0,0.6,53,14.7,20.1,28.9,False,gps,two_wheeler,perishable,17.1,0,0,78.09,0.0,0.0,0.0,1.0,76.13,upi,completed,True,1,False,False,0,12,False,True,False,False,0.85,historical,3.0,3.0,False,,False,,0.0
dc06c261-66ec-4b1a-b08c-5a7c03cc04d0,04e7ad83-747d-41c1-b137-07199761840a,10930f73-15f9-41ed-ad3b-f5d95e9897bc,bangalore,blr_jayanagar,blr_indiranagar,12.912293,77.589123,12.971929,77.655169,9.757,2026-02-23T13:00:04,2026-02-23T13:00:17,2026-02-23T13:07:50.499359,2026-02-23T13:21:13.820645,2026-02-23T13:33:19.820645,2026-02-23T13:33:19.820645,2026-02-23T15:39:07.711636,,,2026-02-23 12:59:06,27.37,12.537,2.805,125.8,12.1,2.2,390,10.9,13.1,21.7,False,gps,mini_truck,boxes_mixed,38.5,0,0,692.67,48.4,4.37,16.34,1.103,862.77,credit,completed,True,1,False,False,0,12,False,True,False,False,0.875,historical,4.0,5.0,False,,False,,0.0
6cbb2aec-6157-4028-9490-cef4599d983b,0c3c7a95-59a7-4bd0-957a-c4f1ee896426,f54c88c7-eac6-42b6-ae29-8b3dbc746930,bangalore,blr_hsr,blr_marathahalli,12.896014,77.646721,12.957872,77.696522,8.743,2026-02-23T13:33:35,2026-02-23T13:34:25,2026-02-23T13:50:30.203447,2026-02-23T13:58:31.185004,2026-02-23T14:40:55.185004,2026-02-23T14:40:55.185004,2026-02-23T16:11:25.902991,,,2026-02-23 13:31:59,18.934,12.283,2.166,90.51,42.4,9.6,330,10.1,12.6,17.6,False,gps,mini_truck,boxes_mixed,21.4,4,0,540.81,169.6,19.14,42.42,1.071,826.25,upi,completed,True,1,True,True,0,13,False,True,False,False,0.925,historical,1.0,4.0,False,,False,,0.0
619946b1-ca56-4150-8590-95b2cc3f2418,564818b9-98fd-462e-b607-893af7b001be,c162d580-b3e8-4133-858f-640cbb01cc5b,bangalore,blr_whitefield,blr_jayanagar,12.97212,77.776151,12.934529,77.592611,20.324,2026-02-23T13:38:43,2026-02-23T13:38:48,2026-02-23T13:49:50.913799,2026-02-23T13:53:37.552596,,2026-02-23T13:53:37.552596,2026-02-23T14:37:08.129513,,,2026-02-23 13:34:10,13.319,26.222,0.655,43.51,0.0,4.1,149,9.4,18.4,30.1,False,gps,two_wheeler,documents,1.4,0,0,136.56,0.0,0.0,19.09,1.432,210.4,upi,completed,True,1,False,False,0,13,False,True,False,False,1.52,historical,5.0,5.0,False,,False,,0.0
