trip_id,driver_id,customer_id,city,pickup_zone_id,dropoff_zone_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,requested_at,accepted_at,started_at,completed_at,cancelled_at,status,vehicle_type,declared_distance_km,actual_distance_km,declared_duration_min,fare_inr,payment_mode,surge_multiplier,driver_rating_given,customer_rating_given,is_night,day_of_week,hour_of_day,is_peak_hour,zone_demand_at_time,data_split,is_fraud,fraud_type,fraud_confidence_score,recoverable_amount_inr,customer_complaint_flag,extra_km,ring_coordination
67282bbe-7c45-47c3-bf24-188496be33ff,d36eed0a-7d9e-49d8-9c6e-1ae910b8c8c7,070622bb-40a5-4371-bce6-d741c1f45109,bangalore,blr_indiranagar,blr_marathahalli,12.982918,77.639601,12.973224,77.699676,2026-01-24 08:56:24,2026-01-24T08:59:25,2026-01-24T09:14:12,2026-01-24T09:22:42.882874,,disputed,two_wheeler,1.895,1.895,8.51,46.92,upi,1.048,5.0,4.0,False,5,8,True,0.95,historical,False,,,0.0,False,0.0,False
0106adf1-832f-42c7-95bd-b5dc646d8117,6b5647c1-385e-4301-9d04-34ed03720c84,ef3938df-cc48-4633-ab5a-d60894681a29,bangalore,blr_whitefield,blr_jayanagar,12.958201,77.743248,12.920261,77.595509,2026-01-24 09:03:11,2026-01-24T09:09:35,2026-01-24T09:16:42,2026-01-24T12:26:01.947433,,completed,truck_14ft,19.818,19.818,189.33,1255.4,cash,1.137,4.0,4.0,False,5,9,True,0.95,historical,False,,,0.0,False,0.0,False
c17448b1-6899-4a86-a44e-0d55583240a5,db0cae16-554c-472e-9195-a75d5de8d651,db5d4009-a40e-4ce7-9136-50c02ba8980b,bangalore,blr_bannerghatta,blr_btm,12.888877,77.582491,12.917674,77.616112,2026-01-24 09:03:35,2026-01-24T09:10:59,2026-01-24T09:25:58,2026-01-24T09:55:13.258166,,completed,two_wheeler,9.848,7.506,29.25,112.48,upi,1.034,5.0,5.0,False,5,9,True,0.9625,historical,True,inflated_distance,0.5570884865789336,18.73,False,0.0,False
4edc06a3-8e60-4e42-807f-81cc1c84d23a,a0c99add-a4d7-4d70-ba08-80daad0b28ff,287e8ace-2c6f-4f37-a69c-6241a23c542c,bangalore,blr_hsr,blr_electronic_city,12.922394,77.642788,12.825884,77.655289,2026-01-24 09:12:51,2026-01-24T09:16:54,2026-01-24T09:29:32,2026-01-24T09:59:44.419942,,completed,two_wheeler,6.447,6.447,30.21,108.75,cash,1.313,5.0,5.0,False,5,9,True,1.0175,historical,False,,,0.0,False,0.0,False
ae0ac9fe-121a-4d49-8bf6-36a3c7304362,12094c6a-57af-42ee-915d-530d1c04fa2e,1904aa0c-1a84-436d-acf1-458ce69c76c1,bangalore,blr_jayanagar,blr_rajajinagar,12.929959,77.587141,12.986716,77.547289,2026-01-24 09:14:25,2026-01-24T09:19:30,,,2026-01-24T09:20:51,cancelled_by_driver,two_wheeler,3.415,3.415,13.98,59.3,upi,1.013,,,False,5,9,True,0.9625,historical,False,,,0.0,False,0.0,False
cccc482f-28bd-4a72-a66e-5c4e98a3b2c3,a1eb1ad2-b004-45d8-ab3a-459e24a9bbf9,02e758a4-d05d-4052-8892-dd7eb4bddaa2,bangalore,blr_btm,blr_indiranagar,12.905402,77.612309,12.977019,77.646158,2026-01-24 09:15:08,2026-01-24T09:19:09,,,2026-01-24T09:24:45,cancelled_by_customer,three_wheeler,3.094,3.094,17.51,156.53,credit,1.28,,,False,5,9,True,1.001,historical,False,,,0.0,False,0.0,False
13d86336-37b3-46fc-9eb2-be2e313b9ff3,d8eb0341-2f58-4212-938d-01f3e5241553,66834e3a-b6e0-4cda-bdfc-546c8fc3e64f,bangalore,blr_yeshwanthpur,blr_koramangala,13.011179,77.540438,12.929496,77.620792,2026-01-24 09:44:21,2026-01-24T09:47:25,2026-01-24T09:49:55,2026-01-24T11:04:01.347955,,completed,three_wheeler,12.047,12.047,74.11,213.7,credit,1.0,,,False,5,9,True,0.3,historical,False,,,0.0,False,0.0,False
7b6c4270-58a2-4cd8-9417-e4896c552996,844a947d-5611-4bd5-a031-75f7ed9d588d,0438a194-2ce2-421f-a2b0-8561cd05741b,bangalore,blr_yeshwanthpur,blr_yeshwanthpur,13.02031,77.572276,13.013173,77.536279,2026-01-24 09:49:40,2026-01-24T09:52:21,2026-01-24T10:09:42,2026-01-24T13:45:45.683237,,completed,truck_17ft,24.616,24.616,216.06,1613.49,upi,1.0,4.0,5.0,False,5,9,True,0.3,historical,False,,,0.0,False,0.0,False
1a1a27c2-ca62-498c-8de4-e20eef9df35d,4582788d-856d-408e-9f15-79961bdebd60,e0e6ca38-ad8b-4279-9abf-983684b52fa9,bangalore,blr_rajajinagar,blr_btm,12.989227,77.550145,12.910877,77.622967,2026-01-24 09:51:27,2026-01-24T09:56:47,2026-01-24T10:01:15,2026-01-24T10:11:56.554760,,completed,two_wheeler,2.847,2.847,10.69,63.0,upi,1.141,5.0,5.0,False,5,9,True,0.946,historical,False,,,0.0,False,0.0,False
09f902cc-d677-4148-a838-7b7b422da763,f4155fa1-a0fa-4932-809f-7432b8de87af,8b63c4f3-7bea-4991-8167-5e47044bbbf4,bangalore,blr_btm,blr_btm,12.912486,77.608348,12.899958,77.611664,2026-01-24 09:52:38,2026-01-24T09:58:00,2026-01-24T10:02:56,2026-01-24T10:57:31.439926,,completed,three_wheeler,9.845,9.845,54.59,218.25,credit,1.062,,,False,5,9,True,1.001,historical,False,,,0.0,False,0.0,False
a7105e7a-06c5-430b-be99-7f2a672acc0a,2e7d2536-73b7-42ab-992b-aa4e3ac90f41,b504b5d8-e867-4cae-9701-d7644f776980,bangalore,blr_indiranagar,blr_rajajinagar,12.97406,77.639205,12.995134,77.556967,2026-01-24 09:55:05,2026-01-24T10:04:50,2026-01-24T10:12:38,2026-01-24T12:09:07.452720,,completed,mini_truck,19.818,13.986,116.49,578.99,upi,1.04,4.0,5.0,False,5,9,True,0.95,historical,True,inflated_distance,0.6914305849440773,104.98,False,0.0,False
47b9088c-7d4d-47f7-ae97-7e05cc510273,b0e7a71d-d64a-47bc-bc99-1659ea9dd883,6785f139-caad-4982-b3c1-57899ff0db93,bangalore,blr_indiranagar,blr_hsr,12.978139,77.646929,12.900875,77.637606,2026-01-24 09:57:01,2026-01-24T10:03:14,2026-01-24T10:10:03,2026-01-24T10:38:02.046264,,completed,mini_truck,3.396,3.396,27.98,266.24,upi,1.043,4.0,4.0,False,5,9,True,0.95,historical,False,,,0.0,False,0.0,False
492d9018-8b3a-4827-943b-e71f9a36a795,01f26c19-10bc-497a-928c-0bb19130cd10,55fd00b3-1571-46f1-bd27-3a45792aef8f,bangalore,blr_yeshwanthpur,blr_marathahalli,13.016962,77.573764,12.959048,77.714519,2026-01-24 10:07:29,2026-01-24T10:09:01,2026-01-24T10:22:54,2026-01-24T13:16:12.529783,,completed,mini_truck,26.666,26.666,173.31,687.28,cash,1.0,5.0,4.0,False,5,10,False,0.3,historical,False,,,0.0,False,0.0,False
46347402-782d-48c8-b593-fd8cb641911b,2e5ab913-95c3-4dd1-9c8a-3776e72783ca,28d40f36-4418-4aa4-a0fe-d5e71212ae45,bangalore,blr_marathahalli,blr_whitefield,12.957224,77.711146,12.970393,77.755221,2026-01-24 10:13:05,2026-01-24T10:18:41,2026-01-24T10:35:52,2026-01-24T13:36:57.930766,,disputed,mini_truck,25.869,25.869,181.1,698.79,upi,1.102,5.0,4.0,False,5,10,False,0.94,historical,False,,,0.0,False,0.0,False
5cd0d7b6-1db1-416f-bf5a-ce16d3b31404,679636c6-3a5c-4860-875b-5e28febae6e1,be8a7d28-0747-40f0-991e-b55450d13e16,bangalore,blr_indiranagar,blr_koramangala,12.989476,77.631839,12.932676,77.627806,2026-01-24 10:18:50,2026-01-24T10:23:09,2026-01-24T10:26:35,2026-01-24T10:40:20.970457,,completed,two_wheeler,2.834,2.834,13.77,62.19,cash,1.13,5.0,4.0,False,5,10,False,0.95,historical,False,,,0.0,False,0.0,False
31869b6d-3f76-4408-a116-e7d8b9b2ce40,24b58753-99b1-48b9-ad60-d6af89a0ef6f,bd1f27df-ca7b-4da9-8c43-87f377601bae,bangalore,blr_koramangala,blr_hebbal,12.931925,77.632742,13.035605,77.598402,2026-01-24 10:25:17,2026-01-24T10:30:53,2026-01-24T10:42:40,2026-01-24T11:12:15.671565,,completed,two_wheeler,5.33,5.33,29.59,81.69,cash,1.104,,,False,5,10,False,0.975,historical,False,,,0.0,False,0.0,False
5d667e7b-83bf-410a-b027-faf2e57900ae,e9359c83-d8f7-44eb-ab6c-cfba10e49cad,b46fa0d7-fcd4-4cd7-907a-7ff56080f525,bangalore,blr_hsr,blr_rajajinagar,12.9028,77.627968,12.988912,77.56666,2026-01-24 10:28:19,2026-01-24T10:33:04,2026-01-24T10:51:02,2026-01-24T11:37:57.485734,,completed,two_wheeler,11.115,11.115,46.92,151.7,upi,1.243,5.0,5.0,False,5,10,False,1.295,historical,False,,,0.0,False,0.0,False
6b30dfca-8340-4bc4-b375-c12c0841aebd,eeb4f668-7807-4d97-bd5f-633d6f702c64,34cb0521-d95b-4683-a3da-921234262b25,bangalore,blr_bannerghatta,blr_yeshwanthpur,12.914976,77.607809,13.025469,77.559768,2026-01-24 10:32:44,2026-01-24T10:33:58,,,2026-01-24T10:42:54,cancelled_by_driver,mini_truck,13.403,13.403,96.16,460.51,upi,1.092,,,False,5,10,False,1.225,historical,False,,,0.0,False,0.0,False
23ee8624-0347-4577-a112-117d84418cf4,74aa242c-83d8-46b7-b44d-f773fe2dfd67,5ea57dbc-36ad-4f69-8439-79b6a521bb84,bangalore,blr_rajajinagar,blr_rajajinagar,12.991707,77.557345,12.986034,77.545765,2026-01-24 10:38:29,2026-01-24T10:41:25,2026-01-24T10:46:58,2026-01-24T11:13:43.673004,,completed,three_wheeler,4.962,4.962,26.76,147.88,upi,1.115,2.0,5.0,False,5,10,False,1.204,historical,False,,,0.0,False,0.0,False
432caaaa-2561-4170-b84f-52fd74300d69,61a1020d-c0a4-437f-bfb6-55d79cc4ec70,775e6f2c-ca5d-42d6-b79e-e6b5c89dcaae,bangalore,blr_rajajinagar,blr_hebbal,12.995313,77.546701,13.031664,77.598043,2026-01-24 10:39:17,2026-01-24T10:43:01,2026-01-24T10:50:09,2026-01-24T12:08:01.612460,,completed,mini_truck,12.066,12.066,77.88,489.6,cash,1.165,5.0,3.0,False,5,10,False,1.204,historical,False,,,0.0,False,0.0,False
7b20b2d1-c56d-4562-b695-9e693d575958,ab700d06-f48c-4ef1-ba50-4b98b53b8dcf,f920c108-e6a8-429b-9f70-cfeba783f190,bangalore,blr_hebbal,blr_indiranagar,13.034303,77.590546,12.974942,77.642357,2026-01-24 10:40:00,2026-01-24T10:43:36,2026-01-24T10:58:21,2026-01-24T14:36:37.837578,,completed,truck_14ft,25.0,25.0,218.28,1381.52,upi,1.106,5.0,5.0,False,5,10,False,0.85,historical,False,,,0.0,False,0.0,False
851f32db-f23c-4cb5-8809-f00ffb2dfcb4,90decfef-f48d-45cf-9ae9-6276694a3779,07d6bcd1-6569-4cea-9e8f-2058730abe68,bangalore,blr_whitefield,blr_electronic_city,12.945385,77.759433,12.85023,77.668125,2026-01-24 10:50:48,2026-01-24T10:54:13,2026-01-24T11:09:51,2026-01-24T11:57:01.862338,,completed,three_wheeler,8.203,8.203,47.18,201.79,cash,1.118,1.0,5.0,False,5,10,False,0.95,historical,False,,,0.0,False,0.0,False
