customer_id,business_name,business_type,city,zone_id,account_age_days,joining_date,monthly_order_volume,avg_order_value_inr,preferred_vehicle_type,payment_mode,complaint_rate,churn_risk_score,ltv_inr,peak_hours,peak_days
5ac43d4f-839d-4225-ac09-76b8186c383a,Hotel Bhat,restaurant,bangalore,blr_yeshwanthpur,1104,2023-03-16,40,2196.49,two_wheeler,upi,0.0357,0.1453,2348869.53,10|11|12|13|18|19|20|21,4|5|6
475b01a9-013d-4b8e-aa0c-76c8e6cc1428,Singh Supplies,other,bangalore,blr_electronic_city,1430,2022-04-24,24,1715.36,three_wheeler,upi,0.1073,0.1361,1440966.31,9|10|11|14|15|16,0|1|2|3|4|5
7d63c21e-aa1b-43df-826f-2be6db7e3732,Kumar Industries,manufacturer,bangalore,blr_btm,255,2025-07-12,14,32452.08,truck_17ft,credit,0.0274,0.0708,3050044.23,7|8|9|10,0|1|2|3|4
3aaac98e-d775-4da5-9dae-721ed26bad48,Patil E-Retail,ecommerce_seller,bangalore,blr_electronic_city,1084,2023-04-05,139,3714.63,two_wheeler,credit,0.145,0.0873,14473553.82,9|10|11|14|15,0|1|2
05bb60c7-1a20-4863-ad3d-007d133904e2,Kulkarni Enterprises,ecommerce_seller,bangalore,blr_btm,614,2024-07-18,166,1646.96,two_wheeler,upi,0.0953,0.0026,4743652.56,9|10|11|14|15,0|1|2
88707fc9-fe75-48f9-bb62-c612c937afa7,Shah Enterprises,ecommerce_seller,bangalore,blr_whitefield,1474,2022-03-11,153,3614.28,three_wheeler,upi,0.1306,0.1215,20288956.92,9|10|11|14|15,0|1|2
c98e5064-f011-499b-9740-16fe74681ccd,QuickPatel Commerce,ecommerce_seller,bangalore,blr_yeshwanthpur,559,2024-09-11,161,3238.66,two_wheeler,upi,0.0554,0.1033,7405362.89,9|10|11|14|15,0|1|2
5524fef7-21dd-43cb-8c77-1c8cb1627dfa,Pillai Super Store,retail_shop,bangalore,blr_bannerghatta,215,2025-08-21,80,6045.76,three_wheeler,upi,0.0849,0.0935,2670707.38,9|10|11|14|15|16,5|6
3cb11a9b-68d6-4b9d-965f-9fbc01a1da46,Desai Works,manufacturer,bangalore,blr_indiranagar,800,2024-01-14,22,33662.82,truck_14ft,credit,0.0169,0.1019,15076063.73,7|8|9|10,0|1|2|3|4
23eb92f7-7cef-4aa9-a1f9-4054d63c27e2,QuickKumar Commerce,ecommerce_seller,bangalore,blr_koramangala,421,2025-01-27,169,4057.06,three_wheeler,upi,0.0114,0.0811,7515515.55,9|10|11|14|15,0|1|2
36552add-7ff5-4c65-83fc-6978f7a2280d,Singh Dhaba,restaurant,bangalore,blr_btm,1233,2022-11-07,64,1339.58,two_wheeler,cash,0.1908,0.2862,2137920.83,10|11|12|13|18|19|20|21,4|5|6
70b03c13-3766-4d24-b82c-8e0c7d7bd0da,Kumar Online Store,ecommerce_seller,bangalore,blr_whitefield,164,2025-10-11,85,2246.66,two_wheeler,upi,0.051,0.1216,779411.02,9|10|11|14|15,0|1|2
05424ee3-4aff-4710-bff7-50860f2ac8a9,Shetty Provisions,retail_shop,bangalore,blr_hebbal,1092,2023-03-28,26,3928.66,mini_truck,cash,0.0748,0.0417,3028649.81,9|10|11|14|15|16,5|6
5d81ea2c-72e2-4dd4-9374-0af75bbefb9e,Bhat Trading Co.,other,bangalore,blr_hsr,1245,2022-10-26,23,4342.98,mini_truck,credit,0.0751,0.1109,3132913.66,9|10|11|14|15|16,0|1|2|3|4|5
ce43db37-b534-4322-a3b0-df7b5ecf803f,Garg Healthcare,pharma_distributor,bangalore,blr_electronic_city,1441,2022-04-13,13,10284.05,mini_truck,credit,0.0618,0.1231,4786302.33,7|8|9,0|1|2|3|4
d20d7b5e-e48f-4252-ac8d-235dc28eb26a,Pillai Enterprises,ecommerce_seller,bangalore,blr_hebbal,984,2023-07-14,195,2496.3,three_wheeler,credit,0.134,0.1053,12142532.36,9|10|11|14|15,0|1|2
91a9890a-3ef4-4e13-848d-64f2164b422e,Patil Electronics,electronics,bangalore,blr_electronic_city,769,2024-02-14,13,29613.74,truck_14ft,credit,0.1096,0.0838,7685522.52,10|11|14|15|16,0|1|2|3|4
b8f3479a-e93b-443f-b1f0-3529fabb52d5,Rao & Sons,retail_shop,bangalore,blr_electronic_city,1041,2023-05-18,80,7371.96,mini_truck,credit,0.0143,0.1524,14743294.46,9|10|11|14|15|16,5|6
e954efaa-582d-4dc0-bd44-6bca976551bc,Patil Industries,manufacturer,bangalore,blr_koramangala,888,2023-10-18,22,29708.75,mini_truck,credit,0.044,0.1011,14782557.01,7|8|9|10,0|1|2|3|4
d28e5b00-fb84-4437-9fda-8640ec486757,New Shetty Traders,retail_shop,bangalore,blr_rajajinagar,475,2024-12-04,48,1015.54,mini_truck,upi,0.0555,0.0887,597852.74,9|10|11|14|15|16,5|6
00d888fb-1993-441a-a70c-3118b409e51f,New Pillai Traders,retail_shop,bangalore,blr_hebbal,579,2024-08-22,64,6370.03,mini_truck,upi,0.0309,0.1033,5996971.36,9|10|11|14|15|16,5|6
9c83a711-c00a-4b93-98b3-66024bd93c76,ShopFast Iyer,ecommerce_seller,bangalore,blr_hsr,1714,2021-07-14,137,2362.39,three_wheeler,credit,0.0782,0.0392,15100770.88,9|10|11|14|15,0|1|2
8fcb5b34-c83c-4afc-a2a6-6f7b0418479b,Sri Shetty Foods,restaurant,bangalore,blr_indiranagar,60,2026-01-23,150,2511.59,three_wheeler,upi,0.0388,0.2867,456815.63,10|11|12|13|18|19|20|21,4|5|6
244edd83-4f2f-4e2b-82cc-2d8693c12f5f,Desai Pharma,pharma_distributor,bangalore,blr_yeshwanthpur,1112,2023-03-08,11,4588.61,three_wheeler,upi,0.0517,0.0198,1558784.26,7|8|9,0|1|2|3|4
0b8c0383-0011-41ed-ba6b-63e0c11defd3,Hegde Tiffins,restaurant,bangalore,blr_rajajinagar,67,2026-01-16,33,2604.66,three_wheeler,credit,0.0917,0.2935,115282.31,10|11|12|13|18|19|20|21,4|5|6
d27294d7-06aa-405c-a677-b20169bd4575,Bhat Services,other,bangalore,blr_hebbal,1171,2023-01-08,20,6390.47,three_wheeler,cash,0.0929,0.0428,4058932.76,9|10|11|14|15|16,0|1|2|3|4|5
9e55d8cf-969e-4c33-b925-1b74fc636479,Patel E-Retail,ecommerce_seller,bangalore,blr_btm,1273,2022-09-28,88,2061.39,two_wheeler,upi,0.0031,0.0655,6114278.26,9|10|11|14|15,0|1|2
4302432c-862e-4acf-a718-c55b3a4cab44,Agarwal & Sons,retail_shop,bangalore,blr_yeshwanthpur,948,2023-08-19,26,2744.37,mini_truck,upi,0.0612,0.0798,1763601.38,9|10|11|14|15|16,5|6
2401ef5d-e94b-4f00-9cc1-8c36a017b1e4,Jain Industries,manufacturer,bangalore,blr_btm,1742,2021-06-16,17,28222.36,truck_17ft,credit,0.0069,0.0544,22393021.65,7|8|9|10,0|1|2|3|4
5445f6c0-6954-4d8c-b0b5-e20617027bcc,Hotel Gupta,restaurant,bangalore,blr_hsr,1524,2022-01-20,82,2073.55,three_wheeler,upi,0.064,0.2221,5711174.27,10|11|12|13|18|19|20|21,4|5|6
a0746221-3169-43c3-a370-7f7d06c8ae6a,Iyer E-Retail,ecommerce_seller,bangalore,blr_indiranagar,1110,2023-03-10,70,3704.49,two_wheeler,upi,0.1667,0.3342,5429989.02,9|10|11|14|15,0|1|2
bbc9462f-2150-4177-a38f-65f1920f4df3,LifeKumar Pharma,pharma_distributor,bangalore,blr_whitefield,761,2024-02-22,50,4784.25,three_wheeler,credit,0.0292,0.1309,4482895.06,7|8|9,0|1|2|3|4
9a711d19-233a-4cba-b15b-d473eb131870,Kumar Pharma,pharma_distributor,bangalore,blr_electronic_city,1122,2023-02-26,32,12184.11,mini_truck,credit,0.0388,0.0531,11736447.48,7|8|9,0|1|2|3|4
18dceec8-d121-4aea-923a-d178de25f390,Jain Online Store,ecommerce_seller,bangalore,blr_electronic_city,287,2025-06-10,80,3544.27,two_wheeler,upi,0.149,0.1091,2054146.89,9|10|11|14|15,0|1|2
0ef21bab-85b7-4fbe-9786-458bdc12d7e0,QuickMehta Commerce,ecommerce_seller,bangalore,blr_indiranagar,1227,2022-11-13,88,3441.87,three_wheeler,credit,0.0628,0.1552,8895718.07,9|10|11|14|15,0|1|2
8433dacf-8f26-487a-a331-1f7bf083cc34,Menon E-Retail,ecommerce_seller,bangalore,blr_jayanagar,1037,2023-05-22,184,3974.41,two_wheeler,upi,0.1279,0.102,19295128.12,9|10|11|14|15,0|1|2
6ca9dc3b-ec3a-4b9a-b3b9-aec9be4b8c13,Gupta Cloud Kitchen,restaurant,bangalore,blr_hsr,1246,2022-10-25,104,1061.63,three_wheeler,credit,0.1159,0.0419,3734578.63,10|11|12|13|18|19|20|21,4|5|6
fac73763-82ae-4344-8e2f-d44f9adc25cb,Shetty Super Store,retail_shop,bangalore,blr_whitefield,141,2025-11-03,44,3152.57,three_wheeler,cash,0.1042,0.0825,508436.8,9|10|11|14|15|16,5|6
b154d77a-7149-4d2c-b4ed-7e77dec99de3,Mehta Fabricators,manufacturer,bangalore,blr_btm,884,2023-10-22,28,34249.14,mini_truck,credit,0.1167,0.14,20657125.57,7|8|9|10,0|1|2|3|4
3be25695-7ce0-47ab-8300-ab4ae6237991,Kulkarni Traders,ecommerce_seller,bangalore,blr_indiranagar,248,2025-07-19,102,4710.89,three_wheeler,credit,0.0798,0.1115,2999767.2,9|10|11|14|15,0|1|2
a43656cb-7ad2-4a15-bf6f-0fb46dbff73c,New Reddy Traders,retail_shop,bangalore,blr_yeshwanthpur,814,2023-12-31,28,6905.92,mini_truck,upi,0.0763,0.0622,4182489.94,9|10|11|14|15|16,5|6
76493012-311b-49c0-b416-e859a802520b,QuickGarg Commerce,ecommerce_seller,bangalore,blr_electronic_city,885,2023-10-21,89,3452.73,three_wheeler,upi,0.2199,0.3211,5231025.24,9|10|11|14|15,0|1|2
6ebd1bd4-1381-4db9-ae66-064e36c72534,Reddy Works,manufacturer,bangalore,blr_hebbal,792,2024-01-22,12,19209.97,truck_17ft,credit,0.0195,0.2041,4116826.3,7|8|9|10,0|1|2|3|4
64250cc1-994f-42db-85db-8dd706df9244,Menon Dhaba,restaurant,bangalore,blr_bannerghatta,518,2024-10-22,113,2915.72,three_wheeler,credit,0.1949,0.2857,3453910.26,10|11|12|13|18|19|20|21,4|5|6
79ed7d19-add0-4b58-83b0-722a33b901ce,Gowda General Stores,retail_shop,bangalore,blr_btm,1264,2022-10-07,38,4949.01,three_wheeler,upi,0.0557,0.1208,5921757.35,9|10|11|14|15|16,5|6
c1cda2c1-0c52-40d4-977c-c80aee3eb9ee,QuickKulkarni Commerce,ecommerce_seller,bangalore,blr_bannerghatta,618,2024-07-14,134,3548.32,three_wheeler,upi,0.1118,0.0,8325567.55,9|10|11|14|15,0|1|2
aefe80af-f901-4779-8a24-a645a57ad47a,Singh Medical Distributors,pharma_distributor,bangalore,blr_btm,1625,2021-10-11,31,19412.02,mini_truck,credit,0.0582,0.0627,25968036.62,7|8|9,0|1|2|3|4
844e0d1b-602d-4c0a-b097-15bfeb9d17ca,Kumar Tiffins,restaurant,bangalore,blr_marathahalli,329,2025-04-29,117,2619.05,two_wheeler,upi,0.2964,0.3952,1727654.63,10|11|12|13|18|19|20|21,4|5|6
6f68ad4a-fc45-435a-abff-ff517f8edb68,New Gowda Cloth House,textile,bangalore,blr_hebbal,490,2024-11-19,29,4890.4,mini_truck,credit,0.0418,0.201,1573126.26,9|10|11|14|15,0|1|2|3|4
35d25ba9-1095-4bcb-8de6-387717a93ef1,ShopFast Agarwal,ecommerce_seller,bangalore,blr_yeshwanthpur,729,2024-03-25,180,2109.99,two_wheeler,upi,0.0408,0.1162,6933175.11,9|10|11|14|15,0|1|2
93db1be9-ea70-4815-9190-ed2179b82c94,Patel Fabricators,manufacturer,bangalore,blr_jayanagar,173,2025-10-02,34,37650.3,truck_17ft,upi,0.09,0.0766,5793946.48,7|8|9|10,0|1|2|3|4
5dcfc78c-f40d-47b6-bb0b-6f7f2028b16a,Rao Provisions,retail_shop,bangalore,blr_rajajinagar,928,2023-09-08,29,7953.93,three_wheeler,upi,0.0336,0.0508,5757106.77,9|10|11|14|15|16,5|6
0bca527f-c1ae-404f-8d0c-562d8cdd519e,Nair Medical Distributors,pharma_distributor,bangalore,blr_koramangala,85,2025-12-29,18,3864.83,mini_truck,credit,0.0567,0.256,124644.91,7|8|9,0|1|2|3|4
61d95cc7-40bd-44a6-950e-49da4f37d12d,Kulkarni Services,other,bangalore,blr_whitefield,128,2025-11-16,9,6047.26,mini_truck,upi,0.0613,0.0714,183290.66,9|10|11|14|15|16,0|1|2|3|4|5
912f4ff6-c869-49fe-b55b-1e030ea599ae,Nair Cloud Kitchen,restaurant,bangalore,blr_jayanagar,835,2023-12-10,101,1491.61,two_wheeler,upi,0.045,0.0262,3470811.22,10|11|12|13|18|19|20|21,4|5|6
a3887ae3-dc50-431c-8b9c-f8016c2b4840,Mehta Garments,textile,bangalore,blr_koramangala,1550,2021-12-25,42,4129.48,truck_14ft,cash,0.0529,0.0833,6982515.41,9|10|11|14|15,0|1|2|3|4
ce6b2d48-d0a9-4bc5-9547-64804ddf2489,Menon Kitchen,restaurant,bangalore,blr_indiranagar,1392,2022-06-01,62,2235.76,two_wheeler,upi,0.0592,0.1414,4693959.82,10|11|12|13|18|19|20|21,4|5|6
4d807890-b2be-4f78-a514-78ae35cea160,Hegde Tiffins,restaurant,bangalore,blr_electronic_city,438,2025-01-10,102,542.08,two_wheeler,upi,0.0999,0.1511,582498.78,10|11|12|13|18|19|20|21,4|5|6
c73b3d20-161a-4ee3-bae8-6753f0ba5e24,QuickKumar Commerce,ecommerce_seller,bangalore,blr_koramangala,1627,2021-10-09,89,3683.68,two_wheeler,upi,0.0066,0.1686,12565629.0,9|10|11|14|15,0|1|2
fe8067bb-7164-411d-aee3-ea173198149c,New Singh Electronics,electronics,bangalore,blr_hebbal,164,2025-10-11,16,37399.39,truck_14ft,upi,0.1052,0.1395,2392670.89,10|11|14|15|16,0|1|2|3|4
984b6804-4ea5-48cb-8d47-817f8c9a0b04,ShopFast Reddy,ecommerce_seller,bangalore,blr_marathahalli,1772,2021-05-17,86,1620.02,three_wheeler,upi,0.0525,0.1193,6160195.05,9|10|11|14|15,0|1|2
12001eb7-b539-4ee3-9ce8-5aef39a83d16,Kulkarni Tech Hub,electronics,bangalore,blr_rajajinagar,1730,2021-06-28,12,23945.74,truck_14ft,credit,0.0434,0.1173,12432296.76,10|11|14|15|16,0|1|2|3|4
ef80fbf0-2a60-483d-82c1-6c1e8be113a3,Desai Trading Co.,other,bangalore,blr_bannerghatta,284,2025-06-13,31,4506.1,three_wheeler,cash,0.0686,0.1435,962729.28,9|10|11|14|15|16,0|1|2|3|4|5
a198f56b-607c-4c80-aed0-998a9baf9872,Nair & Sons,retail_shop,bangalore,blr_hsr,737,2024-03-17,78,2843.54,three_wheeler,credit,0.1492,0.132,4020321.38,9|10|11|14|15|16,5|6
826e2aaa-410c-47ab-a556-23efb3dd8917,New Agarwal Traders,retail_shop,bangalore,blr_rajajinagar,71,2026-01-12,58,5086.95,mini_truck,credit,0.0318,0.4277,339670.53,9|10|11|14|15|16,5|6
4465e5aa-14eb-495c-88d0-06d7226f9774,New Kulkarni Electronics,electronics,bangalore,blr_hebbal,430,2025-01-18,16,8406.51,mini_truck,credit,0.0608,0.0822,1504086.54,10|11|14|15|16,0|1|2|3|4
5bf4e65e-67c4-4b8e-81b0-403b5e52184a,Sri Shetty Foods,restaurant,bangalore,blr_bannerghatta,1260,2022-10-11,34,866.76,three_wheeler,credit,0.2008,0.3363,698254.23,10|11|12|13|18|19|20|21,4|5|6
18e9dd10-dab1-48fb-b84d-6fade5d68a9d,New Reddy Electronics,electronics,bangalore,blr_yeshwanthpur,602,2024-07-30,15,26246.68,truck_14ft,credit,0.0104,0.1277,5857914.05,10|11|14|15|16,0|1|2|3|4
49799445-85b2-4888-a17b-6e84c72a743b,Singh & Sons,retail_shop,bangalore,blr_yeshwanthpur,610,2024-07-22,37,1792.95,three_wheeler,upi,0.0499,0.1076,1023201.06,9|10|11|14|15|16,5|6
44540727-07ae-4e7b-9f4b-eada8800df2c,Patel Traders,ecommerce_seller,bangalore,blr_btm,1215,2022-11-25,90,2496.96,three_wheeler,upi,0.0871,0.0222,7564174.68,9|10|11|14|15,0|1|2
f735f214-a3dc-4c27-a238-83a520fdfd35,Kulkarni Healthcare,pharma_distributor,bangalore,blr_yeshwanthpur,707,2024-04-16,12,3147.03,three_wheeler,credit,0.0078,0.2386,575953.64,7|8|9,0|1|2|3|4
1e4ad059-3ba5-4cd2-a355-9b58f0d58991,Agarwal General Stores,retail_shop,bangalore,blr_electronic_city,1510,2022-02-03,46,6149.99,mini_truck,cash,0.1497,0.0347,11683172.69,9|10|11|14|15|16,5|6
83fb1b7d-256e-4791-af34-c9f9cd453d33,New Reddy Electronics,electronics,bangalore,blr_electronic_city,63,2026-01-20,19,37798.2,truck_14ft,credit,0.0524,0.3353,852079.72,10|11|14|15|16,0|1|2|3|4
9995b6be-2ed9-45a2-aa82-222c587b1100,Shree Rao Mfg,manufacturer,bangalore,blr_jayanagar,589,2024-08-12,15,34294.4,truck_17ft,upi,0.0684,0.0,8584745.04,7|8|9|10,0|1|2|3|4
cd593895-1b82-4818-81cd-12d778ec3bdf,Pillai Tiffins,restaurant,bangalore,blr_jayanagar,851,2023-11-24,82,1661.89,two_wheeler,credit,0.0817,0.0294,3189134.13,10|11|12|13|18|19|20|21,4|5|6
7668cc89-8154-44f6-90a0-52b1638f6cad,Bhat Works,manufacturer,bangalore,blr_btm,432,2025-01-16,40,11244.99,mini_truck,credit,0.0461,0.1182,4854613.5,7|8|9|10,0|1|2|3|4
7399cda4-036f-4d58-9b4c-e165978a5360,Kulkarni Kitchen,restaurant,bangalore,blr_whitefield,1399,2022-05-25,111,974.71,three_wheeler,upi,0.0952,0.0837,3929613.67,10|11|12|13|18|19|20|21,4|5|6
0dbf41e6-8e3b-442f-91f6-8b1b8bffffbc,Bhat Cloud Kitchen,restaurant,bangalore,blr_btm,1555,2021-12-20,136,1572.39,three_wheeler,credit,0.2942,0.2817,6767966.61,10|11|12|13|18|19|20|21,4|5|6
77780fc1-c2d2-4b28-a876-2b3d4538905e,Kulkarni Electronics,electronics,bangalore,blr_btm,950,2023-08-17,14,39910.06,mini_truck,credit,0.0577,0.1116,13361149.38,10|11|14|15|16,0|1|2|3|4
1e87aeaa-e48e-44b3-96bd-602c7503a4a9,Iyer General Stores,retail_shop,bangalore,blr_hebbal,1590,2021-11-15,58,4754.28,three_wheeler,upi,0.0412,0.1465,10602587.84,9|10|11|14|15|16,5|6
d03557e0-690d-47b5-bd1a-e09eed41a5f8,Reddy Cloud Kitchen,restaurant,bangalore,blr_koramangala,305,2025-05-23,150,1000.53,two_wheeler,upi,0.02,0.1358,1120787.06,10|11|12|13|18|19|20|21,4|5|6
1369af83-2ce1-41a2-929e-deee65945d26,Agarwal Logistics,other,bangalore,blr_indiranagar,752,2024-03-02,22,2293.39,two_wheeler,upi,0.0202,0.181,880441.42,9|10|11|14|15|16,0|1|2|3|4|5
5a8e559c-138b-46a5-9e4f-dbfdd7d20391,Garg Pharma,pharma_distributor,bangalore,blr_hsr,1722,2021-07-06,50,5890.54,mini_truck,credit,0.0355,0.1179,12675951.27,7|8|9,0|1|2|3|4
efe56e98-a008-49c6-be0a-080b3fbe6024,Pillai Pharma,pharma_distributor,bangalore,blr_indiranagar,929,2023-09-07,17,12354.93,mini_truck,upi,0.0139,0.1241,4842572.08,7|8|9,0|1|2|3|4
28266f83-756d-4998-a9d8-dbf369d49236,Bansal Enterprises,ecommerce_seller,bangalore,blr_koramangala,383,2025-03-06,62,4888.95,two_wheeler,upi,0.0191,0.0734,3047991.86,9|10|11|14|15,0|1|2
196b1d6e-9b64-494e-a77c-4aa1d5abdafb,Kulkarni Kitchen,restaurant,bangalore,blr_hebbal,1147,2023-02-01,52,1006.28,three_wheeler,credit,0.0195,0.0383,1635463.07,10|11|12|13|18|19|20|21,4|5|6
7baaf3b9-cc82-4041-997e-0be183daa7ee,Singh Fabricators,manufacturer,bangalore,blr_rajajinagar,1768,2021-05-21,40,31649.13,truck_14ft,credit,0.0094,0.1535,53679952.13,7|8|9|10,0|1|2|3|4
239ab809-6478-4099-b570-8ca408cbc698,Pillai Medical Distributors,pharma_distributor,bangalore,blr_jayanagar,1610,2021-10-26,42,21502.39,three_wheeler,credit,0.0143,0.1316,35773452.84,7|8|9,0|1|2|3|4
8c981da6-5a24-435b-9f4f-f4f9300e3e56,QuickSharma Commerce,ecommerce_seller,bangalore,blr_btm,1287,2022-09-14,91,2134.61,two_wheeler,upi,0.0184,0.0763,6542689.43,9|10|11|14|15,0|1|2
d3b50532-867d-4111-8a94-fb82b2588c07,Patel Provisions,retail_shop,bangalore,blr_bannerghatta,1672,2021-08-25,35,1504.48,three_wheeler,upi,0.0909,0.1958,2006072.48,9|10|11|14|15|16,5|6
008b294c-3667-4c0b-8454-b7ec2e5d7545,LifePatel Pharma,pharma_distributor,bangalore,blr_hsr,1167,2023-01-12,37,5192.64,mini_truck,upi,0.0458,0.1041,5691588.82,7|8|9,0|1|2|3|4
35dda54e-4275-45ff-b152-fd0c76fb219c,Patil Tech Hub,electronics,bangalore,blr_jayanagar,660,2024-06-02,13,23731.42,truck_14ft,credit,0.0743,0.0689,5371515.57,10|11|14|15|16,0|1|2|3|4
aa61d06b-78f1-4acc-885a-d65cdce57b04,ShopFast Sharma,ecommerce_seller,bangalore,blr_hsr,1036,2023-05-23,200,3936.64,three_wheeler,upi,0.0886,0.0522,21905465.65,9|10|11|14|15,0|1|2
076a736c-a237-4924-86c1-33996ca037d6,Garg Works,manufacturer,bangalore,blr_jayanagar,1192,2022-12-18,17,28523.12,truck_14ft,upi,0.0684,0.1039,14674662.14,7|8|9|10,0|1|2|3|4
153b5d8b-c83b-4ce6-b1c9-1bcfb681135d,Pillai General Stores,retail_shop,bangalore,blr_indiranagar,349,2025-04-09,54,6707.86,three_wheeler,upi,0.0616,0.0464,3415463.47,9|10|11|14|15|16,5|6
514c2336-e785-41af-8d6c-f39c1c51d9b9,Iyer Cloud Kitchen,restaurant,bangalore,blr_rajajinagar,1495,2022-02-18,66,934.39,two_wheeler,upi,0.2396,0.2954,1840637.39,10|11|12|13|18|19|20|21,4|5|6
358d650c-2bc5-4776-9992-66854b859d49,Rao Pharma,pharma_distributor,bangalore,blr_jayanagar,606,2024-07-26,16,16094.17,three_wheeler,credit,0.0506,0.0868,4037669.42,7|8|9,0|1|2|3|4
efb66b80-2030-4f49-988c-04715ed6dfb9,Kulkarni Manufacturing,manufacturer,bangalore,blr_rajajinagar,524,2024-10-16,13,37035.39,mini_truck,upi,0.0766,0.0706,6643100.35,7|8|9|10,0|1|2|3|4
4cea9d99-71c4-444a-b46f-a1cb4e70e47f,Gupta Medical Distributors,pharma_distributor,bangalore,blr_yeshwanthpur,1070,2023-04-19,39,16514.81,three_wheeler,credit,0.0143,0.1145,17291094.93,7|8|9,0|1|2|3|4
2902934f-6b3d-48ce-9ccd-2b3940f21900,Pillai Tech Hub,electronics,bangalore,blr_electronic_city,1399,2022-05-25,11,15330.87,mini_truck,credit,0.1197,0.2572,4965448.61,10|11|14|15|16,0|1|2|3|4
2eb5ffc8-ebfa-4234-9783-df299cc8179b,Bhat Traders,ecommerce_seller,bangalore,blr_rajajinagar,725,2024-03-29,68,2525.03,three_wheeler,upi,0.0079,0.1235,3091298.13,9|10|11|14|15,0|1|2
dfb75071-eb9c-47d6-837e-c8e7fec3d3d6,Desai Manufacturing,manufacturer,bangalore,blr_yeshwanthpur,695,2024-04-28,19,22279.71,mini_truck,credit,0.08,0.2124,6565273.16,7|8|9|10,0|1|2|3|4
ae42ddce-1888-4200-9c22-30c56c0c501b,LifeReddy Pharma,pharma_distributor,bangalore,blr_hsr,1779,2021-05-10,50,10979.43,mini_truck,credit,0.0421,0.1368,23884933.74,7|8|9,0|1|2|3|4
3acac01c-cae0-4d27-af90-20afddc91beb,Kumar Cloud Kitchen,restaurant,bangalore,blr_hsr,1602,2021-11-03,79,2658.09,two_wheeler,upi,0.0589,0.1304,8288663.08,10|11|12|13|18|19|20|21,4|5|6
06cbc6fe-9760-47c7-9a02-fc9076939deb,Bhat Super Store,retail_shop,bangalore,blr_hebbal,1435,2022-04-19,36,3428.36,three_wheeler,credit,0.0407,0.0459,4787651.62,9|10|11|14|15|16,5|6
febeb73f-733f-4c2d-9c07-03a87c4b4680,Sri Hegde Foods,restaurant,bangalore,blr_electronic_city,179,2025-09-26,90,1229.41,three_wheeler,upi,0.2466,0.3402,370264.41,10|11|12|13|18|19|20|21,4|5|6
1d518db7-502c-403c-98bd-46b2f1ce7ad3,Menon Pharma,pharma_distributor,bangalore,blr_yeshwanthpur,1150,2023-01-29,50,14025.53,three_wheeler,credit,0.0214,0.1409,19629902.45,7|8|9,0|1|2|3|4
3eb88521-37c7-4f2b-b5f4-2d810d3353e3,Shetty Healthcare,pharma_distributor,bangalore,blr_koramangala,55,2026-01-28,19,16357.56,mini_truck,credit,0.0102,0.3736,303362.14,7|8|9,0|1|2|3|4
