trip_id,driver_id,customer_id,city,pickup_zone_id,dropoff_zone_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,haversine_km,driver_assigned_at,accepted_at,driver_arrived_at,otp_verified_at,loading_ended_at,trip_started_at,trip_completed_at,cancelled_at,cancellation_at_stage,requested_at,declared_distance_km,gps_tracked_distance_km,distance_vs_haversine,actual_trip_duration_mins,loading_time_mins,waiting_time_mins,gps_ping_count,gps_accuracy_avg_m,avg_speed_kmh,max_speed_kmh,mock_location_flag,gps_provider,vehicle_type,goods_category,goods_weight_kg,floor_pickup,floor_dropoff,base_fare_inr,loading_charge_inr,waiting_charge_inr,toll_charge_inr,surge_multiplier,fare_inr,payment_mode,trip_status,otp_verified,otp_attempt_count,pod_photo_captured,pod_location_match,day_of_week,hour_of_day,is_night,is_peak_hour,is_weekend,is_late_month,zone_demand_at_time,data_split,driver_rating_given,customer_rating_given,customer_complaint_flag,customer_complaint_type,is_fraud,fraud_type,fraud_recoverable_inr,recoverable_amount_inr
2a4f5da3-a53b-4842-8672-69ea3dac53ce,ea77ad4a-d76f-4db9-b003-c0f6ea8861b0,f19c0db0-9e21-4303-9ea6-96f7eb73781b,bangalore,blr_bannerghatta,blr_marathahalli,12.888433,77.615924,12.962213,77.698456,12.137,2026-02-23T06:51:28,2026-02-23T06:52:18,2026-02-23T07:02:22.507757,,,,,2026-02-23T07:10:12.507757,post_arrive,2026-02-23 06:51:02,4.692,14.677,0.387,14.18,0.0,0.0,32,9.7,0.0,0.0,False,gps,two_wheeler,perishable,15.1,0,0,67.54,0.0,0.0,0.0,1.0,67.63,credit,cancelled_by_customer,False,0,False,False,0,6,False,False,False,False,0.875,historical,,,False,,False,,0.0,0.0
e0eccee8-12ed-489c-a8a7-bbb42bd774a4,1a2e0877-0b78-41d1-9872-6460a3496dd4,d8b76d97-baf8-4b4c-b36d-538dc8432d5c,bangalore,blr_marathahalli,blr_koramangala,12.961978,77.704243,12.93136,77.622347,9.506,2026-02-23T07:08:28,2026-02-23T07:08:39,2026-02-23T07:12:44.065462,2026-02-23T07:14:39.949044,,2026-02-23T07:14:39.949044,2026-02-23T07:50:31.683870,,,2026-02-23 07:05:33,8.863,12.309,0.932,35.86,0.0,2.5,86,14.7,14.8,23.6,False,gps,two_wheeler,documents,2.6,0,0,100.9,0.0,0.0,0.0,1.0,97.91,credit,completed,True,1,False,False,0,7,False,False,False,False,0.94,historical,4.0,5.0,False,,False,,0.0,0.0
0ddea0a3-9de5-4cfe-b8ea-da7b1b4d6ced,37220b7f-b829-44e7-bb0a-0fd71c8afb32,da8bf950-78d8-4faf-b55f-58e8231a9936,bangalore,blr_koramangala,blr_hsr,12.937741,77.637532,12.918727,77.632856,2.174,2026-02-23T07:24:03,2026-02-23T07:24:16,2026-02-23T07:38:19.575430,2026-02-23T07:40:44.298267,2026-02-23T08:28:32.298267,2026-02-23T08:28:32.298267,2026-02-23T09:08:32.964191,,,2026-02-23 07:22:54,6.767,3.075,3.113,40.01,47.8,8.7,105,7.0,10.1,16.0,False,gps,mini_truck,other,126.4,5,0,321.81,191.2,17.47,0.0,1.026,538.0,credit,completed,True,1,False,False,0,7,False,False,False,False,0.975,historical,,,False,,False,,0.0,0.0
320d1b1f-8b94-4290-9c4b-e5e02de0dde5,936ae556-72d6-4e3b-b9bc-3c01ddf832ae,d77a3bdb-3553-4b1c-a326-45cbf9c965d7,bangalore,blr_btm,blr_koramangala,12.913985,77.599703,12.943998,77.61489,3.721,2026-02-23T07:26:09,2026-02-23T07:27:05,2026-02-23T07:42:53.167405,2026-02-23T07:49:21.107136,,2026-02-23T07:49:21.107136,2026-02-23T08:34:40.746942,,,2026-02-23 07:23:44,9.362,4.983,2.516,45.33,0.0,6.0,124,9.6,12.4,20.5,False,gps,three_wheeler,perishable,53.4,4,0,192.34,0.0,0.0,0.0,1.0,184.87,credit,completed,True,1,False,False,0,7,False,False,False,False,0.91,historical,4.0,3.0,False,,False,,0.0,0.0
4c32ece2-3365-4daf-bbe3-7b617238eb2e,705065a8-2d23-4660-a417-6dcbd0d46e81,5a7f7750-026d-4664-8104-bd1a13e23742,bangalore,blr_whitefield,blr_bannerghatta,12.968638,77.762462,12.901217,77.593379,19.798,2026-02-23T07:32:08,2026-02-23T07:32:49,2026-02-23T08:08:04.505535,2026-02-23T08:22:03.433793,2026-02-23T09:56:51.433793,2026-02-23T09:56:51.433793,2026-02-23T13:02:20.433473,,,2026-02-23 07:31:14,24.952,23.961,1.26,185.48,94.8,15.8,522,9.7,8.1,12.8,False,gps,truck_14ft,furniture,139.9,6,0,1223.81,568.8,47.36,0.0,1.082,1994.02,upi,completed,True,1,True,True,0,7,False,False,False,False,0.95,historical,5.0,5.0,False,,False,,0.0,0.0
5acd1fdc-9c23-4445-a45f-7344454d6c07,0b6d65b2-7469-4cb5-861f-f7341c8e81d8,12f1f328-8fce-43a6-8f4a-ded31c19ad19,bangalore,blr_whitefield,blr_bannerghatta,12.985812,77.751489,12.895152,77.59214,19.996,2026-02-23T07:53:14,2026-02-23T07:53:36,2026-02-23T08:11:07.757706,2026-02-23T08:14:41.788023,,2026-02-23T08:14:41.788023,2026-02-23T08:55:50.735081,,,2026-02-23 07:50:22,11.624,23.018,0.581,41.15,0.0,1.5,151,16.4,16.9,28.4,False,gps,two_wheeler,documents,1.8,0,1,122.99,0.0,0.0,0.0,1.0,121.93,cash,completed,True,1,False,False,0,7,False,False,False,False,0.95,historical,5.0,4.0,False,,False,,0.0,0.0
84bd2741-4b7d-4068-add2-48cb239c1022,c4103cd8-e05a-4742-8549-3f77b9296959,9842395c-51a8-42bf-80be-1e2685fe7971,bangalore,blr_bannerghatta,blr_jayanagar,12.889701,77.597522,12.934174,77.590148,5.009,2026-02-23T07:54:37,2026-02-23T07:54:43,2026-02-23T08:07:20.458444,2026-02-23T08:16:55.427994,2026-02-23T08:40:37.427994,2026-02-23T08:40:37.427994,2026-02-23T09:40:34.605509,,,2026-02-23 07:53:08,9.881,6.751,1.973,59.95,23.7,3.3,192,7.9,9.9,16.9,False,gps,mini_truck,appliances,185.5,2,0,377.87,94.8,6.5,0.0,1.02,504.97,upi,completed,True,1,True,True,0,7,False,False,False,False,0.875,historical,5.0,4.0,False,,False,,0.0,0.0
02825cbc-4f06-4eb6-bd05-4e4cacb128b9,e658347c-f3f1-4228-bc88-1279a1b08868,201c39ae-8a0a-4ecd-ba3e-c7e10059100d,bangalore,blr_whitefield,blr_electronic_city,12.9901,77.759914,12.841753,77.671748,19.063,2026-02-23T08:08:42,2026-02-23T08:09:23,2026-02-23T08:43:56.187407,2026-02-23T09:03:07.287641,2026-02-23T09:11:01.287641,2026-02-23T09:11:01.287641,2026-02-23T12:10:28.883285,,,2026-02-23 08:07:55,21.357,27.136,1.12,179.46,7.9,18.2,588,6.1,7.1,10.2,False,gps,truck_14ft,boxes_mixed,125.6,0,0,1133.91,47.4,54.64,0.0,1.009,1286.55,credit,completed,True,1,True,True,0,8,False,True,False,False,0.95,historical,5.0,5.0,False,,False,,0.0,0.0
a2f809eb-8b62-4ae5-be4f-8ce42d494941,78847336-11ea-4981-9aad-594144a14bf6,67db1a9e-830b-40e7-a959-85909d4e8bd5,bangalore,blr_indiranagar,blr_koramangala,12.985954,77.642387,12.944531,77.628634,4.841,2026-02-23T08:16:58,2026-02-23T08:17:56,2026-02-23T08:53:06.532455,2026-02-23T08:59:16.428905,2026-02-23T09:17:10.428905,2026-02-23T09:17:10.428905,2026-02-23T11:12:20.102431,,,2026-02-23 08:14:11,13.448,6.688,2.778,115.16,17.9,13.6,484,13.1,7.0,10.9,False,gps,truck_14ft,appliances,78.6,0,0,936.2,107.4,40.74,13.23,1.053,1121.03,cash,completed,True,1,True,True,0,8,False,True,False,False,0.95,historical,3.0,5.0,False,,False,,0.0,0.0
d94ae032-cb0a-4032-86a4-55178b489f60,475804b1-8eae-4c06-9648-8c879e7a2e8d,905118ec-575d-4c2d-8304-d4a139bd31da,bangalore,blr_indiranagar,blr_jayanagar,12.982747,77.64279,12.929552,77.586145,8.524,2026-02-23T08:17:55,2026-02-23T08:18:03,2026-02-23T08:27:03.658499,2026-02-23T08:31:13.879423,,2026-02-23T08:31:13.879423,2026-02-23T09:28:39.530889,,,2026-02-23 08:16:47,13.328,11.964,1.564,57.43,0.0,2.1,180,11.0,13.9,24.6,False,gps,two_wheeler,documents,1.6,2,0,136.63,0.0,0.0,0.0,1.065,290.15,cash,completed,True,1,False,False,0,8,False,True,False,False,0.95,historical,1.0,5.0,False,,True,cash_extortion,153.52,153.52
912315b9-2ed4-4433-87ac-8ac3e4352d8d,f24d85df-6064-4dd1-b5a6-a83064eae904,42b0057d-a156-4895-963a-400715799808,bangalore,blr_whitefield,blr_marathahalli,12.978574,77.763273,12.96394,77.698868,7.166,2026-02-23T08:21:19,2026-02-23T08:22:16,2026-02-23T08:29:45.564386,2026-02-23T08:33:57.594669,,2026-02-23T08:33:57.594669,2026-02-23T09:25:48.523932,,,2026-02-23 08:16:49,11.478,9.79,1.602,51.85,0.0,2.1,146,12.0,13.3,23.8,False,gps,two_wheeler,perishable,9.7,0,0,121.83,0.0,0.0,0.0,1.001,119.33,upi,completed,True,1,False,False,0,8,False,True,False,False,0.95,historical,5.0,5.0,False,,False,,0.0,0.0
28dcddb7-0e3a-4964-93ef-03cabc5d887f,6b463bb9-242b-4a8c-9f91-9d67a8848a24,db7c104e-4818-4a4b-acab-3db55edb8820,bangalore,blr_whitefield,blr_hsr,12.981835,77.755878,12.910931,77.627147,16.024,2026-02-23T08:21:26,2026-02-23T08:21:43,2026-02-23T08:27:12.472930,2026-02-23T08:28:49.057514,,2026-02-23T08:28:49.057514,2026-02-23T08:54:14.092879,,,2026-02-23 08:18:10,4.038,22.072,0.252,25.42,0.0,7.0,87,17.1,9.5,12.7,False,gps,three_wheeler,other,64.5,2,1,128.46,0.0,0.0,0.0,1.242,161.21,upi,completed,True,1,False,False,0,8,False,True,False,False,0.95,historical,2.0,5.0,False,,False,,0.0,0.0
8a0c8e8d-1c1c-418a-93a0-dfb9abf432da,364bfd40-bb46-484f-a82d-6302c9277315,cab7e39d-e74b-46f2-ae39-7bbbc35d013e,bangalore,blr_yeshwanthpur,blr_indiranagar,13.020396,77.54153,12.982967,77.63674,11.123,2026-02-23T08:20:54,2026-02-23T08:20:59,2026-02-23T08:38:08.641692,2026-02-23T08:45:46.055426,,2026-02-23T08:45:46.055426,2026-02-23T09:49:46.962229,,,2026-02-23 08:19:09,11.748,16.027,1.056,64.02,0.0,5.5,217,5.2,11.0,15.1,False,gps,three_wheeler,boxes_mixed,117.3,0,0,220.98,0.0,0.0,0.0,1.189,271.44,cash,completed,True,1,False,False,0,8,False,True,False,False,1.26,historical,3.0,5.0,False,,False,,0.0,0.0
cdd8c0ee-3041-4bb6-a710-1299e246db16,cf711545-c6e0-4f1d-b01b-045400d7b10b,6725e46f-d9d3-45cd-961c-285e267fbca5,bangalore,blr_btm,blr_electronic_city,12.917587,77.602938,12.84162,77.645502,9.625,2026-02-23T08:40:39,2026-02-23T08:40:44,2026-02-23T09:10:13.036462,2026-02-23T09:23:18.607411,2026-02-23T10:07:42.607411,2026-02-23T10:07:42.607411,2026-02-23T12:13:57.850891,,,2026-02-23 08:39:35,18.092,12.718,1.88,126.25,44.4,14.9,291,12.4,8.6,15.3,False,gps,mini_truck,furniture,143.3,0,0,525.66,177.6,29.7,0.0,1.407,930.61,upi,completed,True,1,True,True,0,8,False,True,False,False,1.456,historical,4.0,4.0,False,,False,,0.0,0.0
fece72d8-0e1d-4c68-a7f2-9ed57b8db79b,523a20f1-bb3f-46d4-b9e7-2ba73b9d7b09,ac50e3bf-61f8-4516-8f0d-6d284695ef56,bangalore,blr_btm,blr_whitefield,12.919266,77.602305,12.972183,77.764957,18.583,2026-02-23T08:42:51,2026-02-23T08:43:00,2026-02-23T08:59:20.393083,2026-02-23T09:06:17.720667,,2026-02-23T09:06:17.720667,2026-02-23T09:55:31.305326,,,2026-02-23 08:40:43,9.596,22.963,0.516,49.23,0.0,4.1,137,4.4,11.7,14.4,False,gps,three_wheeler,other,126.9,4,0,195.16,0.0,0.0,0.0,1.356,266.17,cash,completed,True,1,False,False,0,8,False,True,False,False,1.456,historical,5.0,4.0,False,,False,,0.0,0.0
0a697836-ca60-41c5-97a1-3c74cd3edd1d,2e8b8e43-7e86-4ab8-bacc-e94e98b894ad,aa708157-108d-4b57-b7ba-4fbb01ef8d9b,bangalore,blr_yeshwanthpur,blr_btm,13.026302,77.557586,12.921045,77.601826,12.648,2026-02-23T08:48:04,2026-02-23T08:48:46,2026-02-23T09:01:18.940304,2026-02-23T09:09:09.624899,2026-02-23T09:18:45.624899,2026-02-23T09:18:45.624899,2026-02-23T12:01:19.666334,,,2026-02-23 08:43:45,22.373,17.913,1.769,162.57,9.6,13.7,575,11.9,8.3,13.5,False,gps,mini_truck,electronics,46.5,0,0,602.72,38.4,27.43,0.0,1.188,764.29,upi,completed,True,1,False,False,0,8,False,True,False,False,1.26,historical,,,False,,False,,0.0,0.0
fc5c6a98-ea9a-45e5-bf5a-2c6f08c96d1f,37bc9a3b-b1d1-411f-b195-3eac60df4b83,b2d775d9-8544-4e19-9e6c-06744c8d77e2,bangalore,blr_rajajinagar,blr_rajajinagar,12.991567,77.562044,12.990808,77.55849,0.394,2026-02-23T08:56:05,2026-02-23T08:57:03,2026-02-23T09:00:51.476722,2026-02-23T09:02:47.652509,,2026-02-23T09:02:47.652509,2026-02-23T09:28:42.330041,,,2026-02-23 08:55:01,6.286,0.479,15.943,25.91,0.0,4.4,106,12.8,14.6,21.9,False,gps,two_wheeler,perishable,4.6,0,0,80.29,0.0,0.0,0.0,1.347,108.43,upi,completed,True,1,False,False,0,8,False,True,False,False,1.376,historical,5.0,4.0,False,,False,,0.0,0.0
18d37847-5d20-4bb9-8f22-f8c19b7d83c7,9a8375cb-fb07-4f0b-9a89-e96c4a000723,7de70572-ecce-4083-9550-2489b2e998bc,bangalore,blr_whitefield,blr_hsr,12.966134,77.736581,12.915883,77.637907,12.065,2026-02-23T08:58:21,2026-02-23T08:58:47,2026-02-23T09:12:23.032087,2026-02-23T09:14:27.159712,,2026-02-23T09:14:27.159712,2026-02-23T10:02:25.999079,,,2026-02-23 08:55:11,10.297,16.551,0.853,47.98,0.0,1.1,115,5.1,12.9,17.9,False,gps,two_wheeler,perishable,14.1,5,0,112.38,0.0,0.0,0.0,1.119,126.04,upi,completed,True,1,False,False,0,8,False,True,False,False,0.95,historical,,,False,,False,,0.0,0.0
cbf6f90f-c7cb-415d-a50f-6b99c129486c,7f9b261e-060a-4387-a36d-7eeaec9d0153,37bda4f1-6dea-4cac-b99a-bbc54d95a296,bangalore,blr_btm,blr_electronic_city,12.911626,77.615548,12.814941,77.661635,11.855,2026-02-23T09:06:59,2026-02-23T09:07:47,2026-02-23T09:18:10.488739,2026-02-23T09:22:12.727080,,2026-02-23T09:22:12.727080,2026-02-23T10:05:55.635588,,,2026-02-23 09:02:36,10.674,17.072,0.9,43.72,0.0,3.3,130,7.1,14.6,25.9,False,gps,two_wheeler,documents,2.4,1,0,115.39,0.0,0.0,0.0,1.364,157.77,cash,completed,True,1,False,False,0,9,False,True,False,False,1.365,historical,5.0,4.0,False,,False,,0.0,0.0
c7204d6e-2b94-4363-b092-d9458bcf4319,4f6dbba1-5be4-4c12-b21d-367176c25fac,cca5f7d3-7185-40b8-8e0e-f9252fcabdd2,bangalore,blr_btm,blr_rajajinagar,12.915646,77.599712,13.002329,77.56221,10.46,2026-02-23T09:09:26,2026-02-23T09:10:24,2026-02-23T09:26:56.682893,2026-02-23T09:30:31.985149,,2026-02-23T09:30:31.985149,2026-02-23T10:00:05.195376,,,2026-02-23 09:06:49,7.379,13.054,0.705,29.55,0.0,4.3,96,4.2,15.0,25.7,False,gps,two_wheeler,perishable,1.8,5,0,89.03,0.0,0.0,0.0,1.273,112.49,credit,completed,True,1,False,False,0,9,False,True,False,False,1.365,historical,5.0,4.0,False,,False,,0.0,0.0
43f657cc-cf01-4793-84a5-ea3e04d1908e,c9f2e7eb-0636-44ad-ba5c-fcf0f4684637,fd6cb2cb-8380-4251-9dda-de7361d5b215,bangalore,blr_bannerghatta,blr_yeshwanthpur,12.904393,77.585886,13.030438,77.546565,14.649,2026-02-23T09:22:52,2026-02-23T09:23:47,2026-02-23T09:32:53.261343,2026-02-23T09:36:47.974353,,2026-02-23T09:36:47.974353,2026-02-23T10:13:35.052331,,,2026-02-23 09:19:03,8.246,18.378,0.563,36.78,0.0,4.7,77,12.3,13.5,24.1,False,gps,two_wheeler,perishable,9.4,0,0,95.97,0.0,0.0,0.0,1.321,127.73,credit,completed,True,1,False,False,0,9,False,True,False,False,1.3125,historical,5.0,5.0,False,,False,,0.0,0.0
422b7311-b8ff-4495-8aac-179d31bb4e88,ebed3937-5018-4b06-ac0c-300d88a74b9f,8fe8d215-84e1-447b-b887-7ff7b69b5d3d,bangalore,blr_indiranagar,blr_koramangala,12.978822,77.651414,12.948433,77.615788,5.13,2026-02-23T09:26:45,2026-02-23T09:27:43,2026-02-23T09:32:37.171240,2026-02-23T09:34:21.795391,,2026-02-23T09:34:21.795391,2026-02-23T09:52:54.655804,,,2026-02-23 09:24:43,4.453,6.33,0.868,18.55,0.0,4.6,57,11.4,14.4,18.0,False,gps,two_wheeler,perishable,19.7,0,0,65.62,0.0,0.0,0.0,1.536,97.75,cash,completed,True,1,False,False,0,9,False,True,False,False,1.71,historical,5.0,5.0,False,,False,,0.0,0.0
8004772e-f747-4932-a2ac-14fe661b44c7,72f45e25-54de-4ac0-b4e4-79de6db16e20,5de0a6d1-aac1-46df-aa1f-0dfdf4932d27,bangalore,blr_whitefield,blr_whitefield,12.960579,77.753453,12.964619,77.74062,1.461,2026-02-23T09:31:19,2026-02-23T09:31:39,2026-02-23T09:44:39.624845,2026-02-23T09:48:00.904675,,2026-02-23T09:48:00.904675,2026-02-23T10:18:36.063416,,,2026-02-23 09:27:54,7.406,1.703,5.068,30.59,0.0,0.9,111,16.1,14.5,23.7,False,gps,two_wheeler,perishable,15.6,0,0,89.25,0.0,0.0,0.0,1.404,127.83,credit,completed,True,1,False,False,0,9,False,True,False,False,1.71,historical,,,False,,False,,0.0,0.0
275219e1-65ce-46b5-9395-3637f25b3c2e,ea867d28-4b15-4200-a60d-28886bd6d023,18574943-d763-4007-a28e-95432cfcd5f7,bangalore,blr_btm,blr_hsr,12.91336,77.611248,12.914345,77.610965,4.207,2026-02-23T09:41:51,2026-02-23T09:42:36,2026-02-23T09:51:20.589915,2026-02-23T09:54:15.011055,,2026-02-23T09:54:15.011055,2026-02-23T11:00:20.110177,,,2026-02-23 09:40:44,12.068,0.056,2.868,0.748661519043095,0.0,5.8,1,1.5,0.0,0.0,True,mock,three_wheeler,other,104.0,0,0,224.81,0.0,0.0,0.0,1.168,365.8853060879765,cash,completed,False,0,False,False,0,9,False,True,False,False,1.365,historical,5.0,4.0,False,,True,fake_trip,365.8853060879765,365.8853060879765
